district,rooms,size,level,max_levels,price
Чиланзарский,3,72.0,5,9,43000.0
Мирзо-Улугбекский,2,62.0,6,9,35500.0
Мирзо-Улугбекский,3,91.0,3,5,51000.0
Чиланзарский,3,72.0,4,4,43000.0
Мирзо-Улугбекский,3,95.0,5,5,50000.0
Мирзо-Улугбекский,2,43.0,4,4,28500.0
Мирзо-Улугбекский,5,100.0,4,4,48000.0
Чиланзарский,3,90.0,1,9,65000.0
Мирзо-Улугбекский,2,45.0,1,4,36000.0
Чиланзарский,2,58.0,5,9,43500.0
Мирзо-Улугбекский,2,60.0,8,9,38000.0
Учтепинский,3,71.0,2,4,45000.0
Яккасарайский,3,80.0,4,5,56000.0
Чиланзарский,2,64.0,3,4,37500.0
Мирзо-Улугбекский,2,43.0,1,4,30500.0
Юнусабадский,2,50.0,4,4,33500.0
Мирзо-Улугбекский,2,44.0,3,4,31000.0
Чиланзарский,3,78.0,2,9,63000.0
Мирзо-Улугбекский,2,55.0,5,5,35000.0
Яккасарайский,1,39.0,2,5,26000.0
Чиланзарский,3,70.0,3,4,46000.0
Мирзо-Улугбекский,2,50.0,5,5,35000.0
Яккасарайский,2,63.0,1,5,41500.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
Чиланзарский,2,58.0,6,9,28000.0
Юнусабадский,2,50.0,2,5,30500.0
Яшнободский,3,39.11,2,2,31000.0
Чиланзарский,4,96.0,3,9,56000.0
Мирабадский,3,75.0,2,6,80000.0
Чиланзарский,3,94.0,4,4,46000.0
Чиланзарский,2,50.0,3,4,44200.0
Чиланзарский,2,52.0,3,4,41500.0
Олмазорский,3,80.0,1,4,80000.0
Мирзо-Улугбекский,4,80.0,5,5,47000.0
Мирзо-Улугбекский,4,95.0,5,5,46000.0
Чиланзарский,3,65.0,3,4,47000.0
Чиланзарский,4,105.0,4,9,90000.0
Чиланзарский,5,157.0,7,9,140000.0
Мирзо-Улугбекский,3,90.0,2,5,44000.0
Учтепинский,4,100.0,1,4,75000.0
Чиланзарский,3,80.0,9,9,35000.0
Яккасарайский,4,112.0,4,5,146500.0
Чиланзарский,2,64.0,4,9,40000.0
Учтепинский,3,80.0,10,12,40000.0
Учтепинский,2,56.0,4,4,31000.0
Яккасарайский,3,93.22,5,8,98000.0
Учтепинский,4,100.0,7,9,54000.0
Мирзо-Улугбекский,2,47.0,4,4,29996.0
Мирзо-Улугбекский,2,60.0,3,5,31000.0
Шайхантахурский,2,47.0,7,9,27000.0
Учтепинский,4,98.0,1,9,85000.0
Юнусабадский,4,90.0,9,9,62000.0
Чиланзарский,1,33.0,1,4,26800.0
Чиланзарский,1,33.0,3,4,24700.0
Чиланзарский,2,42.0,1,4,37500.0
Учтепинский,2,40.0,4,5,28000.0
Шайхантахурский,1,41.0,4,6,23542.0
Мирзо-Улугбекский,2,59.0,3,5,43000.0
Учтепинский,2,42.0,4,5,28500.0
Учтепинский,3,70.0,3,5,59000.0
Мирзо-Улугбекский,2,60.0,6,9,34000.0
Юнусабадский,2,58.0,5,9,42000.0
Юнусабадский,2,62.0,1,4,42000.0
Юнусабадский,2,60.0,4,4,42000.0
Юнусабадский,2,60.0,5,9,42000.0
Юнусабадский,2,54.0,2,4,42000.0
Юнусабадский,2,50.0,2,4,43000.0
Юнусабадский,2,62.0,4,9,44000.0
Мирзо-Улугбекский,3,105.0,3,6,126000.0
Юнусабадский,2,62.0,7,9,44000.0
Мирзо-Улугбекский,3,86.0,5,6,103000.0
Юнусабадский,2,60.0,3,5,44000.0
Учтепинский,4,109.0,5,9,55000.0
Юнусабадский,3,78.0,4,4,55000.0
Учтепинский,3,90.0,5,9,85000.0
Мирзо-Улугбекский,3,75.0,8,9,56000.0
Юнусабадский,5,140.0,5,9,102000.0
Мирабадский,4,96.0,7,9,86000.0
Сергелийский,4,106.0,6,9,41000.0
Мирзо-Улугбекский,4,110.0,7,16,82500.0
Яккасарайский,1,30.0,2,4,21000.0
Шайхантахурский,3,70.0,1,4,56000.0
Сергелийский,3,80.0,2,5,45000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Мирзо-Улугбекский,3,80.0,5,5,39000.0
Учтепинский,4,80.0,3,5,52500.0
Мирзо-Улугбекский,3,90.0,2,9,51000.0
Чиланзарский,5,105.0,7,9,78500.0
Юнусабадский,4,100.0,3,5,85000.0
Мирабадский,4,100.0,9,9,70000.0
Шайхантахурский,4,94.0,5,5,65000.0
Учтепинский,2,72.0,5,12,40000.0
Яккасарайский,2,48.0,5,9,23000.0
Чиланзарский,3,73.0,4,9,75000.0
Шайхантахурский,3,75.0,10,12,50000.0
Мирабадский,4,96.0,7,9,96000.0
Мирзо-Улугбекский,2,59.0,4,5,38500.0
Олмазорский,1,33.0,3,4,33500.0
Мирабадский,2,60.0,2,9,60000.0
Мирзо-Улугбекский,2,70.0,3,6,85000.0
Юнусабадский,2,62.0,2,5,49000.0
Мирзо-Улугбекский,2,60.0,4,4,32000.0
Юнусабадский,2,83.0,3,5,50000.0
Юнусабадский,2,77.0,4,9,52000.0
Юнусабадский,2,68.0,6,9,56000.0
Мирзо-Улугбекский,2,60.0,3,5,30500.0
Мирзо-Улугбекский,3,66.0,3,5,56000.0
Юнусабадский,2,58.0,1,4,56000.0
Мирзо-Улугбекский,3,70.0,5,5,46500.0
Юнусабадский,2,58.0,1,5,58000.0
Мирзо-Улугбекский,3,62.0,5,5,35000.0
Юнусабадский,2,60.0,7,8,59500.0
Юнусабадский,2,74.0,3,4,63000.0
Юнусабадский,3,78.0,4,4,56000.0
Шайхантахурский,1,28.0,2,2,21000.0
Юнусабадский,1,44.0,2,5,59999.0
Яшнободский,3,93.0,4,7,46500.0
Учтепинский,3,70.0,4,5,55000.0
Мирабадский,4,112.0,11,12,85500.0
Учтепинский,3,70.0,4,4,31800.0
Олмазорский,3,70.0,5,5,34600.0
Мирабадский,4,100.0,8,9,160000.0
Сергелийский,4,100.0,1,9,76000.0
Олмазорский,2,56.0,4,4,32500.0
Учтепинский,2,60.0,4,4,29900.0
Юнусабадский,3,70.0,3,9,64000.0
Мирабадский,3,112.0,4,5,80000.0
Мирзо-Улугбекский,5,100.0,5,9,80000.0
Яшнободский,2,58.0,2,4,37000.0
Чиланзарский,2,52.0,4,4,32000.0
Яшнободский,2,62.0,9,9,34000.0
Мирзо-Улугбекский,1,16.0,1,4,18000.0
Яшнободский,3,67.0,4,4,39000.0
Олмазорский,4,92.0,3,5,63000.0
Яшнободский,3,67.0,4,4,39000.0
Яшнободский,3,67.0,4,4,39000.0
Мирзо-Улугбекский,1,16.0,1,4,18000.0
Яккасарайский,1,45.0,3,4,40000.0
Яшнободский,2,30.0,7,9,20900.0
Яккасарайский,2,60.0,4,9,50000.0
Яккасарайский,6,142.0,1,9,135000.0
Мирабадский,3,85.0,3,9,86000.0
Мирзо-Улугбекский,2,65.0,1,4,67000.0
Учтепинский,4,80.0,1,5,55000.0
Мирзо-Улугбекский,2,50.0,2,5,35000.0
Олмазорский,2,55.0,2,5,41000.0
Шайхантахурский,3,70.0,2,9,52000.0
Юнусабадский,4,104.0,6,9,74000.0
Мирзо-Улугбекский,3,70.0,7,9,55000.0
Яккасарайский,1,44.0,2,9,27000.0
Мирзо-Улугбекский,1,30.0,1,2,19500.0
Олмазорский,4,150.0,5,6,95000.0
Мирзо-Улугбекский,2,60.0,4,4,31992.0
Мирзо-Улугбекский,3,70.0,5,5,45500.0
Мирзо-Улугбекский,2,50.0,3,4,32000.0
Мирзо-Улугбекский,3,64.0,5,5,35000.0
Мирзо-Улугбекский,3,70.0,4,4,41000.0
Мирзо-Улугбекский,3,85.0,4,4,83000.0
Мирзо-Улугбекский,3,75.0,2,9,45500.0
Мирзо-Улугбекский,3,70.0,6,9,56000.0
Олмазорский,4,83.0,5,5,38000.0
Чиланзарский,1,30.0,2,4,25500.0
Учтепинский,2,57.95,11,12,29000.0
Яккасарайский,2,50.0,2,4,47000.0
Мирзо-Улугбекский,3,75.0,3,4,67000.0
Мирзо-Улугбекский,3,70.0,5,9,65000.0
Мирзо-Улугбекский,2,45.0,2,4,31000.0
Чиланзарский,2,56.0,2,4,33000.0
Юнусабадский,4,95.0,3,9,62000.0
Мирзо-Улугбекский,3,70.0,2,4,73000.0
Яккасарайский,2,45.0,1,4,50000.0
Мирзо-Улугбекский,3,75.0,4,9,99000.0
Мирзо-Улугбекский,3,65.0,4,4,33000.0
Яккасарайский,5,105.0,9,9,52900.0
Шайхантахурский,3,72.0,8,9,55000.0
Юнусабадский,3,71.0,1,5,65000.0
Мирзо-Улугбекский,2,75.0,2,4,68000.0
Учтепинский,4,80.0,1,5,60000.0
Учтепинский,4,79.0,5,5,42000.0
Чиланзарский,2,48.0,2,5,35500.0
Чиланзарский,2,60.0,3,5,39800.0
Чиланзарский,2,60.0,5,9,38500.0
Чиланзарский,2,60.0,3,5,39000.0
Олмазорский,2,55.0,2,4,34500.0
Олмазорский,1,40.0,6,9,28000.0
Юнусабадский,1,42.0,2,4,44000.0
Яккасарайский,2,5.0,1,4,50000.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Яккасарайский,3,110.0,9,9,78000.0
Яккасарайский,2,72.0,8,9,51500.0
Яккасарайский,1,47.0,7,9,34000.0
Мирзо-Улугбекский,3,72.0,9,9,43500.0
Чиланзарский,1,30.0,2,4,24000.0
Яккасарайский,4,118.0,3,12,108417.0
Юнусабадский,4,100.0,2,9,85000.0
Учтепинский,1,35.0,3,4,26800.0
Мирабадский,3,75.0,8,9,75000.0
Чиланзарский,3,65.0,4,4,38500.0
Чиланзарский,2,50.0,2,4,31500.0
Чиланзарский,2,58.0,4,4,36500.0
Чиланзарский,2,50.0,3,4,35500.0
Чиланзарский,2,60.0,5,9,37500.0
Чиланзарский,1,36.0,2,4,26500.0
Чиланзарский,1,42.0,1,5,28500.0
Чиланзарский,1,42.0,4,4,26500.0
Шайхантахурский,4,96.0,2,9,72000.0
Юнусабадский,4,82.0,1,4,80000.0
Олмазорский,1,43.0,2,4,25000.0
Олмазорский,2,56.0,4,5,29600.0
Олмазорский,2,64.0,5,9,32000.0
Мирабадский,2,65.0,7,9,48000.0
Олмазорский,4,84.0,5,5,47000.0
Яккасарайский,4,140.0,2,12,128631.0
Юнусабадский,3,45.0,4,9,27500.0
Чиланзарский,2,48.0,1,4,36500.0
Мирзо-Улугбекский,2,53.06,3,7,53000.0
Учтепинский,2,50.0,2,5,34000.0
Яшнободский,3,63.0,5,5,45000.0
Мирзо-Улугбекский,5,110.0,2,4,85000.0
Юнусабадский,3,67.0,4,4,40000.0
Олмазорский,4,91.0,5,5,55000.0
Учтепинский,2,53.0,5,5,32000.0
Чиланзарский,1,34.0,1,4,27000.0
Чиланзарский,3,68.0,4,4,56500.0
Учтепинский,1,46.0,3,4,26800.0
Чиланзарский,3,68.0,3,5,53000.0
Яшнободский,3,62.5,1,4,46500.0
Мирзо-Улугбекский,1,30.0,1,2,18500.0
Мирзо-Улугбекский,2,43.0,1,4,29800.0
Учтепинский,2,63.0,2,5,42000.0
Яккасарайский,4,92.5,2,9,70000.0
Чиланзарский,2,51.0,3,4,34500.0
Чиланзарский,3,65.0,4,4,46500.0
Мирабадский,3,110.0,7,9,127000.0
Сергелийский,2,84.0,3,9,33500.0
Учтепинский,3,68.0,4,5,42000.0
Чиланзарский,2,45.0,4,4,34500.0
Яккасарайский,4,120.0,1,5,135000.0
Сергелийский,3,82.0,3,7,55000.0
Учтепинский,3,96.0,2,4,74000.0
Шайхантахурский,1,41.0,5,9,31500.0
Мирзо-Улугбекский,7,203.0,8,9,98979.0
Яккасарайский,1,64.0,4,12,58803.0
Учтепинский,4,80.0,5,6,56500.0
Чиланзарский,2,46.0,3,4,33500.0
Юнусабадский,4,82.0,1,9,65000.0
Мирзо-Улугбекский,3,113.6,2,5,115000.0
Шайхантахурский,3,75.0,7,9,57000.0
Юнусабадский,1,42.0,3,4,47000.0
Шайхантахурский,2,60.0,3,4,53000.0
Олмазорский,2,61.0,4,5,39000.0
Юнусабадский,2,60.0,3,4,73000.0
Шайхантахурский,3,75.0,1,9,78000.0
Мирабадский,3,70.0,2,4,65000.0
Шайхантахурский,4,96.0,9,12,62000.0
Юнусабадский,4,90.0,7,9,53000.0
Мирзо-Улугбекский,2,55.0,4,4,31500.0
Чиланзарский,2,58.0,4,5,30000.0
Чиланзарский,3,62.0,2,4,40500.0
Чиланзарский,2,47.0,4,5,37000.0
Чиланзарский,2,45.0,1,4,33500.0
Чиланзарский,1,28.0,4,5,23999.0
Шайхантахурский,3,65.0,3,4,54000.0
Мирзо-Улугбекский,3,70.0,4,4,52000.0
Чиланзарский,2,56.0,4,4,35000.0
Учтепинский,3,75.0,1,4,52000.0
Яшнободский,3,110.0,5,5,95000.0
Яккасарайский,3,85.0,2,4,110000.0
Мирзо-Улугбекский,5,246.0,8,9,119991.0
Мирабадский,3,110.0,2,8,169000.0
Учтепинский,4,96.0,1,4,75000.0
Мирзо-Улугбекский,2,50.0,1,4,31000.0
Шайхантахурский,3,70.0,1,9,50000.0
Мирзо-Улугбекский,2,60.0,4,4,44000.0
Мирзо-Улугбекский,3,87.05,5,11,62338.0
Мирзо-Улугбекский,3,121.0,5,9,75475.0
Юнусабадский,2,99.0,1,9,115000.0
Яшнободский,1,40.0,8,9,20500.0
Чиланзарский,2,50.0,4,4,37000.0
Чиланзарский,2,50.0,4,4,31000.0
Яккасарайский,3,80.0,4,5,56000.0
Мирабадский,2,68.0,5,5,44500.0
Юнусабадский,4,83.0,4,4,75000.0
Учтепинский,3,80.0,9,12,42000.0
Учтепинский,4,100.0,9,9,50000.0
Учтепинский,3,90.0,1,9,75000.0
Чиланзарский,4,92.0,4,4,61000.0
Чиланзарский,3,72.0,7,9,44500.0
Чиланзарский,3,110.0,4,9,71000.0
Учтепинский,4,82.0,4,5,50000.0
Учтепинский,4,84.0,5,5,47500.0
Чиланзарский,4,125.0,4,4,78000.0
Чиланзарский,4,80.0,1,9,90000.0
Чиланзарский,4,80.0,6,9,63000.0
Чиланзарский,4,72.0,4,4,45000.0
Учтепинский,3,70.0,7,9,47000.0
Учтепинский,3,72.0,1,9,45500.0
Учтепинский,3,70.0,1,12,40000.0
Чиланзарский,3,70.0,1,4,48000.0
Чиланзарский,3,77.0,5,9,47500.0
Учтепинский,3,65.0,3,4,45000.0
Чиланзарский,3,75.0,2,9,47500.0
Учтепинский,3,70.0,2,5,52000.0
Учтепинский,3,65.0,3,4,49000.0
Учтепинский,3,65.0,4,4,51000.0
Чиланзарский,3,75.0,9,9,63500.0
Чиланзарский,3,60.0,4,4,45000.0
Чиланзарский,3,72.0,7,9,70000.0
Учтепинский,2,50.0,4,4,37500.0
Учтепинский,2,45.0,5,5,34000.0
Мирзо-Улугбекский,3,87.65,7,11,60675.0
Мирзо-Улугбекский,2,60.0,7,9,39997.0
Чиланзарский,1,30.0,4,4,22500.0
Чиланзарский,2,46.0,2,4,52000.0
Чиланзарский,3,70.0,9,9,36000.0
Чиланзарский,2,58.0,8,9,35000.0
Яккасарайский,2,48.0,1,4,38500.0
Шайхантахурский,3,80.0,5,9,68000.0
Яшнободский,4,110.0,7,9,68614.0
Мирзо-Улугбекский,4,129.14,5,11,92479.0
Яккасарайский,1,44.0,2,9,27000.0
Яккасарайский,2,50.0,3,5,46000.0
Яккасарайский,5,116.0,3,9,87000.0
Юнусабадский,2,46.0,3,4,37000.0
Чиланзарский,1,35.0,1,5,27000.0
Чиланзарский,2,50.0,1,5,34500.0
Чиланзарский,1,36.0,1,4,26500.0
Чиланзарский,2,56.0,2,5,38000.0
Чиланзарский,2,60.0,2,5,42000.0
Чиланзарский,2,60.0,2,9,42500.0
Чиланзарский,1,36.0,4,4,24500.0
Учтепинский,2,54.0,2,4,37000.0
Чиланзарский,2,56.0,3,5,36000.0
Чиланзарский,1,42.0,2,5,29500.0
Чиланзарский,2,60.0,3,4,33500.0
Чиланзарский,1,36.0,2,5,27500.0
Чиланзарский,2,44.0,4,4,36000.0
Чиланзарский,3,65.0,1,4,54000.0
Чиланзарский,3,65.0,2,5,52000.0
Чиланзарский,2,46.0,3,4,35000.0
Чиланзарский,4,105.0,2,9,135000.0
Чиланзарский,2,54.0,2,4,40000.0
Чиланзарский,2,42.0,2,4,39000.0
Мирзо-Улугбекский,4,108.27,5,11,77534.0
Чиланзарский,3,68.0,4,4,39500.0
Учтепинский,3,77.0,4,5,43500.0
Юнусабадский,3,78.0,4,5,46000.0
Юнусабадский,3,65.0,7,9,48000.0
Мирзо-Улугбекский,3,90.0,2,9,51000.0
Мирзо-Улугбекский,3,78.0,5,5,39000.0
Яшнободский,3,75.0,6,9,55000.0
Мирзо-Улугбекский,1,28.0,4,4,23500.0
Шайхантахурский,3,70.0,3,5,40000.0
Мирабадский,4,140.0,2,2,58000.0
Олмазорский,2,57.0,1,4,32000.0
Юнусабадский,2,65.0,3,9,62000.0
Юнусабадский,3,70.0,3,4,45500.0
Мирзо-Улугбекский,1,18.0,3,4,12500.0
Мирзо-Улугбекский,2,50.0,1,4,30000.0
Мирзо-Улугбекский,2,40.0,5,5,31500.0
Мирабадский,4,120.0,9,10,119900.0
Мирзо-Улугбекский,3,103.0,4,9,65000.0
Мирабадский,3,110.0,2,7,165000.0
Олмазорский,3,70.0,6,9,46000.0
Чиланзарский,1,27.0,3,3,19500.0
Мирабадский,3,100.0,5,6,115000.0
Учтепинский,3,78.0,5,5,47500.0
Учтепинский,3,65.0,3,4,66000.0
Чиланзарский,4,79.0,3,4,57000.0
Яшнободский,2,60.0,4,9,35900.0
Мирзо-Улугбекский,3,78.0,4,4,54996.0
Учтепинский,2,42.0,4,5,28500.0
Чиланзарский,3,68.0,2,5,53000.0
Чиланзарский,3,94.0,3,4,57000.0
Чиланзарский,1,32.0,2,4,24500.0
Юнусабадский,2,50.0,2,4,30500.0
Чиланзарский,3,63.0,4,4,42000.0
Мирабадский,1,47.0,4,4,52500.0
Чиланзарский,3,103.0,4,9,77000.0
Мирзо-Улугбекский,3,70.0,4,4,57000.0
Мирзо-Улугбекский,3,75.0,3,4,90000.0
Яккасарайский,2,48.0,3,5,47000.0
Шайхантахурский,1,70.0,6,7,60000.0
Мирзо-Улугбекский,2,50.0,1,5,35000.0
Учтепинский,2,69.0,9,9,37000.0
Учтепинский,3,104.0,3,12,61000.0
Чиланзарский,2,48.0,4,4,42200.0
Учтепинский,4,76.0,4,4,40000.0
Учтепинский,3,67.0,3,5,63000.0
Мирабадский,3,92.0,2,9,89000.0
Чиланзарский,2,85.0,6,9,51000.0
Мирзо-Улугбекский,2,42.0,2,5,33500.0
